dexNum,id,form,move
1,BULBASAUR,,SWORDS_DANCE
1,BULBASAUR,,BODY_SLAM
1,BULBASAUR,,TAKE_DOWN
1,BULBASAUR,,DOUBLE_EDGE
1,BULBASAUR,,STRENGTH
1,BULBASAUR,,SOLAR_BEAM
1,BULBASAUR,,TOXIC
1,BULBASAUR,,DOUBLE_TEAM
1,BULBASAUR,,LIGHT_SCREEN
1,BULBASAUR,,REFLECT
1,BULBASAUR,,AMNESIA
1,BULBASAUR,,FLASH
1,BULBASAUR,,REST
1,BULBASAUR,,SUBSTITUTE
1,BULBASAUR,,SNORE
1,BULBASAUR,,CURSE
1,BULBASAUR,,PROTECT
1,BULBASAUR,,SLUDGE_BOMB
1,BULBASAUR,,MUD_SLAP
1,BULBASAUR,,OUTRAGE
1,BULBASAUR,,GIGA_DRAIN
1,BULBASAUR,,ENDURE
1,BULBASAUR,,CHARM
1,BULBASAUR,,FALSE_SWIPE
1,BULBASAUR,,SWAGGER
1,BULBASAUR,,ATTRACT
1,BULBASAUR,,SLEEP_TALK
1,BULBASAUR,,RETURN
1,BULBASAUR,,SAFEGUARD
1,BULBASAUR,,SYNTHESIS
1,BULBASAUR,,HIDDEN_POWER
1,BULBASAUR,,SUNNY_DAY
1,BULBASAUR,,ANCIENT_POWER
1,BULBASAUR,,ROCK_SMASH
1,BULBASAUR,,FACADE
1,BULBASAUR,,NATURE_POWER
1,BULBASAUR,,HELPING_HAND
1,BULBASAUR,,KNOCK_OFF
1,BULBASAUR,,SECRET_POWER
1,BULBASAUR,,WEATHER_BALL
1,BULBASAUR,,BULLET_SEED
1,BULBASAUR,,MAGICAL_LEAF
1,BULBASAUR,,WORRY_SEED
1,BULBASAUR,,SEED_BOMB
1,BULBASAUR,,ENERGY_BALL
1,BULBASAUR,,LEAF_STORM
1,BULBASAUR,,POWER_WHIP
1,BULBASAUR,,GRASS_KNOT
1,BULBASAUR,,VENOSHOCK
1,BULBASAUR,,ACID_SPRAY
1,BULBASAUR,,ROUND
1,BULBASAUR,,ECHOED_VOICE
1,BULBASAUR,,GRASS_PLEDGE
1,BULBASAUR,,WORK_UP
1,BULBASAUR,,GRASSY_TERRAIN
1,BULBASAUR,,CONFIDE
1,BULBASAUR,,GRASSY_GLIDE
1,BULBASAUR,,TERA_BLAST
1,BULBASAUR,,TRAILBLAZE
2,IVYSAUR,,ROAR
3,VENUSAUR,,HYPER_BEAM
3,VENUSAUR,,EARTHQUAKE
3,VENUSAUR,,SCARY_FACE
3,VENUSAUR,,FRENZY_PLANT
3,VENUSAUR,,POISON_JAB
3,VENUSAUR,,EARTH_POWER
3,VENUSAUR,,GIGA_IMPACT
3,VENUSAUR,,ROCK_CLIMB
3,VENUSAUR,,BULLDOZE
3,VENUSAUR,,PETAL_BLIZZARD
3,VENUSAUR,,STOMPING_TANTRUM
3,VENUSAUR,,TERRAIN_PULSE
4,CHARMANDER,,MEGA_PUNCH
4,CHARMANDER,,FIRE_PUNCH
4,CHARMANDER,,THUNDER_PUNCH
4,CHARMANDER,,SWORDS_DANCE
4,CHARMANDER,,MEGA_KICK
4,CHARMANDER,,BODY_SLAM
4,CHARMANDER,,TAKE_DOWN
4,CHARMANDER,,DOUBLE_EDGE
4,CHARMANDER,,ROAR
4,CHARMANDER,,FLAMETHROWER
4,CHARMANDER,,COUNTER
4,CHARMANDER,,STRENGTH
4,CHARMANDER,,FIRE_SPIN
4,CHARMANDER,,DIG
4,CHARMANDER,,TOXIC
4,CHARMANDER,,DOUBLE_TEAM
4,CHARMANDER,,REFLECT
4,CHARMANDER,,FIRE_BLAST
4,CHARMANDER,,SWIFT
4,CHARMANDER,,REST
4,CHARMANDER,,ROCK_SLIDE
4,CHARMANDER,,SUBSTITUTE
4,CHARMANDER,,SNORE
4,CHARMANDER,,CURSE
4,CHARMANDER,,PROTECT
4,CHARMANDER,,SCARY_FACE
4,CHARMANDER,,MUD_SLAP
4,CHARMANDER,,OUTRAGE
4,CHARMANDER,,ENDURE
4,CHARMANDER,,FALSE_SWIPE
4,CHARMANDER,,SWAGGER
4,CHARMANDER,,ATTRACT
4,CHARMANDER,,SLEEP_TALK
4,CHARMANDER,,RETURN
4,CHARMANDER,,IRON_TAIL
4,CHARMANDER,,METAL_CLAW
4,CHARMANDER,,HIDDEN_POWER
4,CHARMANDER,,SUNNY_DAY
4,CHARMANDER,,CRUNCH
4,CHARMANDER,,ANCIENT_POWER
4,CHARMANDER,,ROCK_SMASH
4,CHARMANDER,,BEAT_UP
4,CHARMANDER,,HEAT_WAVE
4,CHARMANDER,,WILL_O_WISP
4,CHARMANDER,,FACADE
4,CHARMANDER,,FOCUS_PUNCH
4,CHARMANDER,,HELPING_HAND
4,CHARMANDER,,BRICK_BREAK
4,CHARMANDER,,SECRET_POWER
4,CHARMANDER,,WEATHER_BALL
4,CHARMANDER,,AIR_CUTTER
4,CHARMANDER,,OVERHEAT
4,CHARMANDER,,ROCK_TOMB
4,CHARMANDER,,AERIAL_ACE
4,CHARMANDER,,DRAGON_CLAW
4,CHARMANDER,,DRAGON_DANCE
4,CHARMANDER,,FLING
4,CHARMANDER,,FLARE_BLITZ
4,CHARMANDER,,DRAGON_PULSE
4,CHARMANDER,,FOCUS_BLAST
4,CHARMANDER,,SHADOW_CLAW
4,CHARMANDER,,FIRE_FANG
4,CHARMANDER,,HONE_CLAWS
4,CHARMANDER,,FLAME_CHARGE
4,CHARMANDER,,ROUND
4,CHARMANDER,,ECHOED_VOICE
4,CHARMANDER,,INCINERATE
4,CHARMANDER,,ACROBATICS
4,CHARMANDER,,FIRE_PLEDGE
4,CHARMANDER,,DRAGON_TAIL
4,CHARMANDER,,WORK_UP
4,CHARMANDER,,CONFIDE
4,CHARMANDER,,POWER_UP_PUNCH
4,CHARMANDER,,BREAKING_SWIPE
4,CHARMANDER,,TERA_BLAST
4,CHARMANDER,,TEMPER_FLARE
6,CHARIZARD,,FLY
6,CHARIZARD,,HYPER_BEAM
6,CHARIZARD,,SOLAR_BEAM
6,CHARIZARD,,EARTHQUAKE
6,CHARIZARD,,SANDSTORM
6,CHARIZARD,,STEEL_WING
6,CHARIZARD,,BLAZE_KICK
6,CHARIZARD,,BLAST_BURN
6,CHARIZARD,,ROOST
6,CHARIZARD,,TAILWIND
6,CHARIZARD,,AIR_SLASH
6,CHARIZARD,,GIGA_IMPACT
6,CHARIZARD,,DEFOG
6,CHARIZARD,,OMINOUS_WIND
6,CHARIZARD,,SKY_DROP
6,CHARIZARD,,BULLDOZE
6,CHARIZARD,,HEAT_CRASH
6,CHARIZARD,,HURRICANE
6,CHARIZARD,,MYSTICAL_FIRE
6,CHARIZARD,,BRUTAL_SWING
6,CHARIZARD,,SCALE_SHOT
6,CHARIZARD,,DUAL_WINGBEAT
6,CHARIZARD,,SCORCHING_SANDS
6,CHARIZARD,,DRAGON_CHEER
7,SQUIRTLE,,MEGA_PUNCH
7,SQUIRTLE,,ICE_PUNCH
7,SQUIRTLE,,MEGA_KICK
7,SQUIRTLE,,BODY_SLAM
7,SQUIRTLE,,TAKE_DOWN
7,SQUIRTLE,,DOUBLE_EDGE
7,SQUIRTLE,,HYDRO_PUMP
7,SQUIRTLE,,SURF
7,SQUIRTLE,,ICE_BEAM
7,SQUIRTLE,,BLIZZARD
7,SQUIRTLE,,COUNTER
7,SQUIRTLE,,STRENGTH
